X32,Y32,Z32,Vx,Vy,Vz
-0.23,-0.87,-0.55,0.51,0.04,0.16
-0.23,-0.87,-0.48,0.42,0.03,0.16
-0.23,-0.87,-0.42,0.34,0.02,0.16
-0.23,-0.87,-0.35,0.27,0.01,0.16
-0.23,-0.87,-0.29,0.21,0.01,0.16
-0.23,-0.87,-0.23,0.16,0.01,0.16
-0.23,-0.87,-0.16,0.11,0.00,0.16
-0.23,-0.87,-0.10,0.06,0.00,0.16
-0.23,-0.87,-0.03,0.02,0.00,0.16
-0.23,-0.87,0.03,-0.02,-0.00,0.16
-0.23,-0.87,0.10,-0.06,-0.00,0.16
-0.23,-0.87,0.16,-0.11,-0.00,0.16
-0.23,-0.87,0.23,-0.16,-0.01,0.16
-0.23,-0.87,0.29,-0.21,-0.01,0.16
-0.23,-0.87,0.35,-0.27,-0.01,0.16
-0.23,-0.87,0.42,-0.34,-0.02,0.16
-0.23,-0.87,0.48,-0.42,-0.03,0.16
-0.23,-0.87,0.55,-0.51,-0.04,0.16
-0.23,-0.87,0.61,-0.61,-0.06,0.16
-0.23,-0.87,0.68,-0.72,-0.08,0.16
-0.23,-0.87,0.74,-0.85,-0.10,0.16
-0.23,-0.87,0.81,-0.99,-0.13,0.16
-0.23,-0.87,0.87,-1.15,-0.16,0.16
-0.23,-0.87,0.94,-1.33,-0.20,0.16
-0.23,-0.87,1.00,-1.53,-0.24,0.16
-0.23,-0.81,-1.00,1.33,0.24,0.13
-0.23,-0.81,-0.94,1.15,0.20,0.13
-0.23,-0.81,-0.87,0.99,0.16,0.13
-0.23,-0.81,-0.81,0.85,0.13,0.13
-0.23,-0.81,-0.74,0.72,0.10,0.13
-0.23,-0.81,-0.68,0.61,0.08,0.13
-0.23,-0.81,-0.61,0.51,0.06,0.13
-0.23,-0.81,-0.55,0.42,0.04,0.13
-0.23,-0.81,-0.48,0.35,0.03,0.13
-0.23,-0.81,-0.42,0.28,0.02,0.13
-0.23,-0.81,-0.35,0.22,0.01,0.13
-0.23,-0.81,-0.29,0.17,0.01,0.13
-0.23,-0.81,-0.23,0.13,0.01,0.13
-0.23,-0.81,-0.16,0.09,0.00,0.13
-0.23,-0.81,-0.10,0.05,0.00,0.13
-0.23,-0.81,-0.03,0.02,0.00,0.13
-0.23,-0.81,0.03,-0.02,-0.00,0.13
-0.23,-0.81,0.10,-0.05,-0.00,0.13
-0.23,-0.81,0.16,-0.09,-0.00,0.13
-0.23,-0.81,0.23,-0.13,-0.01,0.13
-0.23,-0.81,0.29,-0.17,-0.01,0.13
-0.23,-0.81,0.35,-0.22,-0.01,0.13
-0.23,-0.81,0.42,-0.28,-0.02,0.13
-0.23,-0.81,0.48,-0.35,-0.03,0.13
-0.23,-0.81,0.55,-0.42,-0.04,0.13
-0.23,-0.81,0.61,-0.51,-0.06,0.13
-0.23,-0.81,0.68,-0.61,-0.08,0.13
-0.23,-0.81,0.74,-0.72,-0.10,0.13
-0.23,-0.81,0.81,-0.85,-0.13,0.13
-0.23,-0.81,0.87,-0.99,-0.16,0.13
-0.23,-0.81,0.94,-1.15,-0.20,0.13
-0.23,-0.81,1.00,-1.33,-0.24,0.13
-0.23,-0.74,-1.00,1.15,0.24,0.10
-0.23,-0.74,-0.94,0.99,0.20,0.10
-0.23,-0.74,-0.87,0.85,0.16,0.10
-0.23,-0.74,-0.81,0.72,0.13,0.10
-0.23,-0.74,-0.74,0.61,0.10,0.10
-0.23,-0.74,-0.68,0.51,0.08,0.10
-0.23,-0.74,-0.61,0.42,0.06,0.10
-0.23,-0.74,-0.55,0.35,0.04,0.10
-0.23,-0.74,-0.48,0.28,0.03,0.10
-0.23,-0.74,-0.42,0.23,0.02,0.10
-0.23,-0.74,-0.35,0.18,0.01,0.10
-0.23,-0.74,-0.29,0.14,0.01,0.10
-0.23,-0.74,-0.23,0.10,0.01,0.10
-0.23,-0.74,-0.16,0.07,0.00,0.10
-0.23,-0.74,-0.10,0.04,0.00,0.10
-0.23,-0.74,-0.03,0.01,0.00,0.10
-0.23,-0.74,0.03,-0.01,-0.00,0.10
-0.23,-0.74,0.10,-0.04,-0.00,0.10
-0.23,-0.74,0.16,-0.07,-0.00,0.10
-0.23,-0.74,0.23,-0.10,-0.01,0.10
-0.23,-0.74,0.29,-0.14,-0.01,0.10
-0.23,-0.74,0.35,-0.18,-0.01,0.10
-0.23,-0.74,0.42,-0.23,-0.02,0.10
-0.23,-0.74,0.48,-0.28,-0.03,0.10
-0.23,-0.74,0.55,-0.35,-0.04,0.10
-0.23,-0.74,0.61,-0.42,-0.06,0.10
-0.23,-0.74,0.68,-0.51,-0.08,0.10
-0.23,-0.74,0.74,-0.61,-0.10,0.10
-0.23,-0.74,0.81,-0.72,-0.13,0.10
-0.23,-0.74,0.87,-0.85,-0.16,0.10
-0.23,-0.74,0.94,-0.99,-0.20,0.10
-0.23,-0.74,1.00,-1.15,-0.24,0.10
-0.23,-0.68,-1.00,0.99,0.24,0.08
-0.23,-0.68,-0.94,0.85,0.20,0.08
-0.23,-0.68,-0.87,0.72,0.16,0.08
-0.23,-0.68,-0.81,0.61,0.13,0.08
-0.23,-0.68,-0.74,0.51,0.10,0.08
-0.23,-0.68,-0.68,0.42,0.08,0.08
-0.23,-0.68,-0.61,0.35,0.06,0.08
-0.23,-0.68,-0.55,0.28,0.04,0.08
-0.23,-0.68,-0.48,0.23,0.03,0.08
-0.23,-0.68,-0.42,0.18,0.02,0.08
-0.23,-0.68,-0.35,0.14,0.01,0.08
-0.23,-0.68,-0.29,0.11,0.01,0.08
-0.23,-0.68,-0.23,0.08,0.01,0.08
-0.23,-0.68,-0.16,0.05,0.00,0.08
-0.23,-0.68,-0.10,0.03,0.00,0.08
-0.23,-0.68,-0.03,0.01,0.00,0.08
-0.23,-0.68,0.03,-0.01,-0.00,0.08
-0.23,-0.68,0.10,-0.03,-0.00,0.08
-0.23,-0.68,0.16,-0.05,-0.00,0.08
-0.23,-0.68,0.23,-0.08,-0.01,0.08
-0.23,-0.68,0.29,-0.11,-0.01,0.08
-0.23,-0.68,0.35,-0.14,-0.01,0.08
-0.23,-0.68,0.42,-0.18,-0.02,0.08
-0.23,-0.68,0.48,-0.23,-0.03,0.08
-0.23,-0.68,0.55,-0.28,-0.04,0.08
-0.23,-0.68,0.61,-0.35,-0.06,0.08
-0.23,-0.68,0.68,-0.42,-0.08,0.08
-0.23,-0.68,0.74,-0.51,-0.10,0.08
-0.23,-0.68,0.81,-0.61,-0.13,0.08
-0.23,-0.68,0.87,-0.72,-0.16,0.08
-0.23,-0.68,0.94,-0.85,-0.20,0.08
-0.23,-0.68,1.00,-0.99,-0.24,0.08
-0.23,-0.61,-1.00,0.84,0.24,0.06
-0.23,-0.61,-0.94,0.72,0.20,0.06
-0.23,-0.61,-0.87,0.61,0.16,0.06
-0.23,-0.61,-0.81,0.51,0.13,0.06
-0.23,-0.61,-0.74,0.42,0.10,0.06
-0.23,-0.61,-0.68,0.35,0.08,0.06
-0.23,-0.61,-0.61,0.28,0.06,0.06
-0.23,-0.61,-0.55,0.23,0.04,0.06
-0.23,-0.61,-0.48,0.18,0.03,0.06
-0.23,-0.61,-0.42,0.14,0.02,0.06
-0.23,-0.61,-0.35,0.11,0.01,0.06
-0.23,-0.61,-0.29,0.08,0.01,0.06
-0.23,-0.61,-0.23,0.06,0.01,0.06
-0.23,-0.61,-0.16,0.04,0.00,0.06
-0.23,-0.61,-0.10,0.02,0.00,0.06
-0.23,-0.61,-0.03,0.01,0.00,0.06
-0.23,-0.61,0.03,-0.01,-0.00,0.06
-0.23,-0.61,0.10,-0.02,-0.00,0.06
-0.23,-0.61,0.16,-0.04,-0.00,0.06
-0.23,-0.61,0.23,-0.06,-0.01,0.06
-0.23,-0.61,0.29,-0.08,-0.01,0.06
-0.23,-0.61,0.35,-0.11,-0.01,0.06
-0.23,-0.61,0.42,-0.14,-0.02,0.06
-0.23,-0.61,0.48,-0.18,-0.03,0.06
-0.23,-0.61,0.55,-0.23,-0.04,0.06
-0.23,-0.61,0.61,-0.28,-0.06,0.06
-0.23,-0.61,0.68,-0.35,-0.08,0.06
-0.23,-0.61,0.74,-0.42,-0.10,0.06
-0.23,-0.61,0.81,-0.51,-0.13,0.06
-0.23,-0.61,0.87,-0.61,-0.16,0.06
-0.23,-0.61,0.94,-0.72,-0.20,0.06
-0.23,-0.61,1.00,-0.84,-0.24,0.06
-0.23,-0.55,-1.00,0.71,0.24,0.04
-0.23,-0.55,-0.94,0.60,0.20,0.04
-0.23,-0.55,-0.87,0.51,0.16,0.04
-0.23,-0.55,-0.81,0.42,0.13,0.04
-0.23,-0.55,-0.74,0.35,0.10,0.04
-0.23,-0.55,-0.68,0.28,0.08,0.04
-0.23,-0.55,-0.61,0.23,0.06,0.04
-0.23,-0.55,-0.55,0.18,0.04,0.04
-0.23,-0.55,-0.48,0.14,0.03,0.04
-0.23,-0.55,-0.42,0.11,0.02,0.04
-0.23,-0.55,-0.35,0.08,0.01,0.04
-0.23,-0.55,-0.29,0.06,0.01,0.04
-0.23,-0.55,-0.23,0.04,0.01,0.04
-0.23,-0.55,-0.16,0.03,0.00,0.04
-0.23,-0.55,-0.10,0.02,0.00,0.04
-0.23,-0.55,-0.03,0.01,0.00,0.04
-0.23,-0.55,0.03,-0.01,-0.00,0.04
-0.23,-0.55,0.10,-0.02,-0.00,0.04
-0.23,-0.55,0.16,-0.03,-0.00,0.04
-0.23,-0.55,0.23,-0.04,-0.01,0.04
-0.23,-0.55,0.29,-0.06,-0.01,0.04
-0.23,-0.55,0.35,-0.08,-0.01,0.04
-0.23,-0.55,0.42,-0.11,-0.02,0.04
-0.23,-0.55,0.48,-0.14,-0.03,0.04
-0.23,-0.55,0.55,-0.18,-0.04,0.04
-0.23,-0.55,0.61,-0.23,-0.06,0.04
-0.23,-0.55,0.68,-0.28,-0.08,0.04
-0.23,-0.55,0.74,-0.35,-0.10,0.04
-0.23,-0.55,0.81,-0.42,-0.13,0.04
-0.23,-0.55,0.87,-0.51,-0.16,0.04
-0.23,-0.55,0.94,-0.60,-0.20,0.04
-0.23,-0.55,1.00,-0.71,-0.24,0.04
-0.23,-0.48,-1.00,0.60,0.24,0.03
-0.23,-0.48,-0.94,0.50,0.20,0.03
-0.23,-0.48,-0.87,0.42,0.16,0.03
-0.23,-0.48,-0.81,0.35,0.13,0.03
-0.23,-0.48,-0.74,0.28,0.10,0.03
-0.23,-0.48,-0.68,0.23,0.08,0.03
-0.23,-0.48,-0.61,0.18,0.06,0.03
-0.23,-0.48,-0.55,0.14,0.04,0.03
-0.23,-0.48,-0.48,0.11,0.03,0.03
-0.23,-0.48,-0.42,0.08,0.02,0.03
-0.23,-0.48,-0.35,0.06,0.01,0.03
-0.23,-0.48,-0.29,0.04,0.01,0.03
-0.23,-0.48,-0.23,0.03,0.01,0.03
-0.23,-0.48,-0.16,0.02,0.00,0.03
-0.23,-0.48,-0.10,0.01,0.00,0.03
-0.23,-0.48,-0.03,0.00,0.00,0.03
-0.23,-0.48,0.03,-0.00,-0.00,0.03
-0.23,-0.48,0.10,-0.01,-0.00,0.03
-0.23,-0.48,0.16,-0.02,-0.00,0.03
-0.23,-0.48,0.23,-0.03,-0.01,0.03
-0.23,-0.48,0.29,-0.04,-0.01,0.03
-0.23,-0.48,0.35,-0.06,-0.01,0.03
-0.23,-0.48,0.42,-0.08,-0.02,0.03
-0.23,-0.48,0.48,-0.11,-0.03,0.03
-0.23,-0.48,0.55,-0.14,-0.04,0.03
-0.23,-0.48,0.61,-0.18,-0.06,0.03
-0.23,-0.48,0.68,-0.23,-0.08,0.03
-0.23,-0.48,0.74,-0.28,-0.10,0.03
-0.23,-0.48,0.81,-0.35,-0.13,0.03
-0.23,-0.48,0.87,-0.42,-0.16,0.03
-0.23,-0.48,0.94,-0.50,-0.20,0.03
-0.23,-0.48,1.00,-0.60,-0.24,0.03
-0.23,-0.42,-1.00,0.49,0.24,0.02
-0.23,-0.42,-0.94,0.41,0.20,0.02
-0.23,-0.42,-0.87,0.34,0.16,0.02
-0.23,-0.42,-0.81,0.28,0.13,0.02
-0.23,-0.42,-0.74,0.23,0.10,0.02
-0.23,-0.42,-0.68,0.18,0.08,0.02
-0.23,-0.42,-0.61,0.14,0.06,0.02
-0.23,-0.42,-0.55,0.11,0.04,0.02
-0.23,-0.42,-0.48,0.08,0.03,0.02
-0.23,-0.42,-0.42,0.06,0.02,0.02
-0.23,-0.42,-0.35,0.04,0.01,0.02
-0.23,-0.42,-0.29,0.03,0.01,0.02
-0.23,-0.42,-0.23,0.02,0.01,0.02
-0.23,-0.42,-0.16,0.01,0.00,0.02
-0.23,-0.42,-0.10,0.01,0.00,0.02
-0.23,-0.42,-0.03,0.00,0.00,0.02
-0.23,-0.42,0.03,-0.00,-0.00,0.02
-0.23,-0.42,0.10,-0.01,-0.00,0.02
-0.23,-0.42,0.16,-0.01,-0.00,0.02
-0.23,-0.42,0.23,-0.02,-0.01,0.02
-0.23,-0.42,0.29,-0.03,-0.01,0.02
-0.23,-0.42,0.35,-0.04,-0.01,0.02
-0.23,-0.42,0.42,-0.06,-0.02,0.02
-0.23,-0.42,0.48,-0.08,-0.03,0.02
-0.23,-0.42,0.55,-0.11,-0.04,0.02
-0.23,-0.42,0.61,-0.14,-0.06,0.02
-0.23,-0.42,0.68,-0.18,-0.08,0.02
-0.23,-0.42,0.74,-0.23,-0.10,0.02
-0.23,-0.42,0.81,-0.28,-0.13,0.02
-0.23,-0.42,0.87,-0.34,-0.16,0.02
-0.23,-0.42,0.94,-0.41,-0.20,0.02
-0.23,-0.42,1.00,-0.49,-0.24,0.02
-0.23,-0.35,-1.00,0.40,0.24,0.01
-0.23,-0.35,-0.94,0.33,0.20,0.01
-0.23,-0.35,-0.87,0.27,0.16,0.01
-0.23,-0.35,-0.81,0.22,0.13,0.01
-0.23,-0.35,-0.74,0.18,0.10,0.01
-0.23,-0.35,-0.68,0.14,0.08,0.01
-0.23,-0.35,-0.61,0.11,0.06,0.01
-0.23,-0.35,-0.55,0.08,0.04,0.01
-0.23,-0.35,-0.48,0.06,0.03,0.01
-0.23,-0.35,-0.42,0.04,0.02,0.01
-0.23,-0.35,-0.35,0.03,0.01,0.01
-0.23,-0.35,-0.29,0.02,0.01,0.01
-0.23,-0.35,-0.23,0.01,0.01,0.01
-0.23,-0.35,-0.16,0.01,0.00,0.01
-0.23,-0.35,-0.10,0.00,0.00,0.01
-0.23,-0.35,-0.03,0.00,0.00,0.01
-0.23,-0.35,0.03,-0.00,-0.00,0.01
-0.23,-0.35,0.10,-0.00,-0.00,0.01
-0.23,-0.35,0.16,-0.01,-0.00,0.01
-0.23,-0.35,0.23,-0.01,-0.01,0.01
-0.23,-0.35,0.29,-0.02,-0.01,0.01
-0.23,-0.35,0.35,-0.03,-0.01,0.01
-0.23,-0.35,0.42,-0.04,-0.02,0.01
-0.23,-0.35,0.48,-0.06,-0.03,0.01
-0.23,-0.35,0.55,-0.08,-0.04,0.01
-0.23,-0.35,0.61,-0.11,-0.06,0.01
-0.23,-0.35,0.68,-0.14,-0.08,0.01
-0.23,-0.35,0.74,-0.18,-0.10,0.01
-0.23,-0.35,0.81,-0.22,-0.13,0.01
-0.23,-0.35,0.87,-0.27,-0.16,0.01
-0.23,-0.35,0.94,-0.33,-0.20,0.01
-0.23,-0.35,1.00,-0.40,-0.24,0.01
-0.23,-0.29,-1.00,0.31,0.24,0.01
-0.23,-0.29,-0.94,0.26,0.20,0.01
-0.23,-0.29,-0.87,0.21,0.16,0.01
-0.23,-0.29,-0.81,0.17,0.13,0.01
-0.23,-0.29,-0.74,0.14,0.10,0.01
-0.23,-0.29,-0.68,0.11,0.08,0.01
-0.23,-0.29,-0.61,0.08,0.06,0.01
-0.23,-0.29,-0.55,0.06,0.04,0.01
-0.23,-0.29,-0.48,0.04,0.03,0.01
-0.23,-0.29,-0.42,0.03,0.02,0.01
-0.23,-0.29,-0.35,0.02,0.01,0.01
-0.23,-0.29,-0.29,0.01,0.01,0.01
-0.23,-0.29,-0.23,0.01,0.01,0.01
-0.23,-0.29,-0.16,0.01,0.00,0.01
-0.23,-0.29,-0.10,0.00,0.00,0.01
-0.23,-0.29,-0.03,0.00,0.00,0.01
-0.23,-0.29,0.03,-0.00,-0.00,0.01
-0.23,-0.29,0.10,-0.00,-0.00,0.01
-0.23,-0.29,0.16,-0.01,-0.00,0.01
-0.23,-0.29,0.23,-0.01,-0.01,0.01
-0.23,-0.29,0.29,-0.01,-0.01,0.01
-0.23,-0.29,0.35,-0.02,-0.01,0.01
-0.23,-0.29,0.42,-0.03,-0.02,0.01
-0.23,-0.29,0.48,-0.04,-0.03,0.01
-0.23,-0.29,0.55,-0.06,-0.04,0.01
-0.23,-0.29,0.61,-0.08,-0.06,0.01
-0.23,-0.29,0.68,-0.11,-0.08,0.01
-0.23,-0.29,0.74,-0.14,-0.10,0.01
-0.23,-0.29,0.81,-0.17,-0.13,0.01
-0.23,-0.29,0.87,-0.21,-0.16,0.01
-0.23,-0.29,0.94,-0.26,-0.20,0.01
-0.23,-0.29,1.00,-0.31,-0.24,0.01
-0.23,-0.23,-1.00,0.24,0.24,0.01
-0.23,-0.23,-0.94,0.20,0.20,0.01
-0.23,-0.23,-0.87,0.16,0.16,0.01
-0.23,-0.23,-0.81,0.13,0.13,0.01
-0.23,-0.23,-0.74,0.10,0.10,0.01
-0.23,-0.23,-0.68,0.08,0.08,0.01
-0.23,-0.23,-0.61,0.06,0.06,0.01
-0.23,-0.23,-0.55,0.04,0.04,0.01
-0.23,-0.23,-0.48,0.03,0.03,0.01
-0.23,-0.23,-0.42,0.02,0.02,0.01
-0.23,-0.23,-0.35,0.01,0.01,0.01
-0.23,-0.23,-0.29,0.01,0.01,0.01
-0.23,-0.23,-0.23,0.01,0.01,0.01
-0.23,-0.23,-0.16,0.00,0.00,0.01
-0.23,-0.23,-0.10,0.00,0.00,0.01
-0.23,-0.23,-0.03,0.00,0.00,0.01
-0.23,-0.23,0.03,-0.00,-0.00,0.01
-0.23,-0.23,0.10,-0.00,-0.00,0.01
-0.23,-0.23,0.16,-0.00,-0.00,0.01
-0.23,-0.23,0.23,-0.01,-0.01,0.01
-0.23,-0.23,0.29,-0.01,-0.01,0.01
-0.23,-0.23,0.35,-0.01,-0.01,0.01
-0.23,-0.23,0.42,-0.02,-0.02,0.01
-0.23,-0.23,0.48,-0.03,-0.03,0.01
-0.23,-0.23,0.55,-0.04,-0.04,0.01
-0.23,-0.23,0.61,-0.06,-0.06,0.01
-0.23,-0.23,0.68,-0.08,-0.08,0.01
-0.23,-0.23,0.74,-0.10,-0.10,0.01
-0.23,-0.23,0.81,-0.13,-0.13,0.01
-0.23,-0.23,0.87,-0.16,-0.16,0.01
-0.23,-0.23,0.94,-0.20,-0.20,0.01
-0.23,-0.23,1.00,-0.24,-0.24,0.01
-0.23,-0.16,-1.00,0.17,0.24,0.00
-0.23,-0.16,-0.94,0.14,0.20,0.00
-0.23,-0.16,-0.87,0.11,0.16,0.00
-0.23,-0.16,-0.81,0.09,0.13,0.00
-0.23,-0.16,-0.74,0.07,0.10,0.00
-0.23,-0.16,-0.68,0.05,0.08,0.00
-0.23,-0.16,-0.61,0.04,0.06,0.00
-0.23,-0.16,-0.55,0.03,0.04,0.00
-0.23,-0.16,-0.48,0.02,0.03,0.00
-0.23,-0.16,-0.42,0.01,0.02,0.00
-0.23,-0.16,-0.35,0.01,0.01,0.00
-0.23,-0.16,-0.29,0.01,0.01,0.00
-0.23,-0.16,-0.23,0.00,0.01,0.00
-0.23,-0.16,-0.16,0.00,0.00,0.00
-0.23,-0.16,-0.10,0.00,0.00,0.00
-0.23,-0.16,-0.03,0.00,0.00,0.00
-0.23,-0.16,0.03,-0.00,-0.00,0.00
-0.23,-0.16,0.10,-0.00,-0.00,0.00
-0.23,-0.16,0.16,-0.00,-0.00,0.00
-0.23,-0.16,0.23,-0.00,-0.01,0.00
-0.23,-0.16,0.29,-0.01,-0.01,0.00
-0.23,-0.16,0.35,-0.01,-0.01,0.00
-0.23,-0.16,0.42,-0.01,-0.02,0.00
-0.23,-0.16,0.48,-0.02,-0.03,0.00
-0.23,-0.16,0.55,-0.03,-0.04,0.00
-0.23,-0.16,0.61,-0.04,-0.06,0.00
-0.23,-0.16,0.68,-0.05,-0.08,0.00
-0.23,-0.16,0.74,-0.07,-0.10,0.00
-0.23,-0.16,0.81,-0.09,-0.13,0.00
-0.23,-0.16,0.87,-0.11,-0.16,0.00
-0.23,-0.16,0.94,-0.14,-0.20,0.00
-0.23,-0.16,1.00,-0.17,-0.24,0.00
-0.23,-0.10,-1.00,0.10,0.24,0.00
-0.23,-0.10,-0.94,0.08,0.20,0.00
-0.23,-0.10,-0.87,0.06,0.16,0.00
-0.23,-0.10,-0.81,0.05,0.13,0.00
-0.23,-0.10,-0.74,0.04,0.10,0.00
-0.23,-0.10,-0.68,0.03,0.08,0.00
-0.23,-0.10,-0.61,0.02,0.06,0.00
-0.23,-0.10,-0.55,0.02,0.04,0.00
-0.23,-0.10,-0.48,0.01,0.03,0.00
-0.23,-0.10,-0.42,0.01,0.02,0.00
-0.23,-0.10,-0.35,0.00,0.01,0.00
-0.23,-0.10,-0.29,0.00,0.01,0.00
-0.23,-0.10,-0.23,0.00,0.01,0.00
-0.23,-0.10,-0.16,0.00,0.00,0.00
-0.23,-0.10,-0.10,0.00,0.00,0.00
-0.23,-0.10,-0.03,0.00,0.00,0.00
-0.23,-0.10,0.03,-0.00,-0.00,0.00
-0.23,-0.10,0.10,-0.00,-0.00,0.00
-0.23,-0.10,0.16,-0.00,-0.00,0.00
-0.23,-0.10,0.23,-0.00,-0.01,0.00
-0.23,-0.10,0.29,-0.00,-0.01,0.00
-0.23,-0.10,0.35,-0.00,-0.01,0.00
-0.23,-0.10,0.42,-0.01,-0.02,0.00
-0.23,-0.10,0.48,-0.01,-0.03,0.00
-0.23,-0.10,0.55,-0.02,-0.04,0.00
-0.23,-0.10,0.61,-0.02,-0.06,0.00
-0.23,-0.10,0.68,-0.03,-0.08,0.00
-0.23,-0.10,0.74,-0.04,-0.10,0.00
-0.23,-0.10,0.81,-0.05,-0.13,0.00
-0.23,-0.10,0.87,-0.06,-0.16,0.00
-0.23,-0.10,0.94,-0.08,-0.20,0.00
-0.23,-0.10,1.00,-0.10,-0.24,0.00
-0.23,-0.03,-1.00,0.03,0.24,0.00
-0.23,-0.03,-0.94,0.03,0.20,0.00
-0.23,-0.03,-0.87,0.02,0.16,0.00
-0.23,-0.03,-0.81,0.02,0.13,0.00
-0.23,-0.03,-0.74,0.01,0.10,0.00
-0.23,-0.03,-0.68,0.01,0.08,0.00
-0.23,-0.03,-0.61,0.01,0.06,0.00
-0.23,-0.03,-0.55,0.01,0.04,0.00
-0.23,-0.03,-0.48,0.00,0.03,0.00
-0.23,-0.03,-0.42,0.00,0.02,0.00
-0.23,-0.03,-0.35,0.00,0.01,0.00
-0.23,-0.03,-0.29,0.00,0.01,0.00
-0.23,-0.03,-0.23,0.00,0.01,0.00
-0.23,-0.03,-0.16,0.00,0.00,0.00
-0.23,-0.03,-0.10,0.00,0.00,0.00
-0.23,-0.03,-0.03,0.00,0.00,0.00
-0.23,-0.03,0.03,-0.00,-0.00,0.00
-0.23,-0.03,0.10,-0.00,-0.00,0.00
-0.23,-0.03,0.16,-0.00,-0.00,0.00
-0.23,-0.03,0.23,-0.00,-0.01,0.00
-0.23,-0.03,0.29,-0.00,-0.01,0.00
-0.23,-0.03,0.35,-0.00,-0.01,0.00
-0.23,-0.03,0.42,-0.00,-0.02,0.00
-0.23,-0.03,0.48,-0.00,-0.03,0.00
-0.23,-0.03,0.55,-0.01,-0.04,0.00
-0.23,-0.03,0.61,-0.01,-0.06,0.00
-0.23,-0.03,0.68,-0.01,-0.08,0.00
-0.23,-0.03,0.74,-0.01,-0.10,0.00
-0.23,-0.03,0.81,-0.02,-0.13,0.00
-0.23,-0.03,0.87,-0.02,-0.16,0.00
-0.23,-0.03,0.94,-0.03,-0.20,0.00
-0.23,-0.03,1.00,-0.03,-0.24,0.00
-0.23,0.03,-1.00,-0.03,0.24,-0.00
-0.23,0.03,-0.94,-0.03,0.20,-0.00
-0.23,0.03,-0.87,-0.02,0.16,-0.00
-0.23,0.03,-0.81,-0.02,0.13,-0.00
-0.23,0.03,-0.74,-0.01,0.10,-0.00
-0.23,0.03,-0.68,-0.01,0.08,-0.00
-0.23,0.03,-0.61,-0.01,0.06,-0.00
-0.23,0.03,-0.55,-0.01,0.04,-0.00
-0.23,0.03,-0.48,-0.00,0.03,-0.00
-0.23,0.03,-0.42,-0.00,0.02,-0.00
-0.23,0.03,-0.35,-0.00,0.01,-0.00
-0.23,0.03,-0.29,-0.00,0.01,-0.00
-0.23,0.03,-0.23,-0.00,0.01,-0.00
-0.23,0.03,-0.16,-0.00,0.00,-0.00
-0.23,0.03,-0.10,-0.00,0.00,-0.00
-0.23,0.03,-0.03,-0.00,0.00,-0.00
-0.23,0.03,0.03,0.00,-0.00,-0.00
-0.23,0.03,0.10,0.00,-0.00,-0.00
-0.23,0.03,0.16,0.00,-0.00,-0.00
-0.23,0.03,0.23,0.00,-0.01,-0.00
-0.23,0.03,0.29,0.00,-0.01,-0.00
-0.23,0.03,0.35,0.00,-0.01,-0.00
-0.23,0.03,0.42,0.00,-0.02,-0.00
-0.23,0.03,0.48,0.00,-0.03,-0.00
-0.23,0.03,0.55,0.01,-0.04,-0.00
-0.23,0.03,0.61,0.01,-0.06,-0.00
-0.23,0.03,0.68,0.01,-0.08,-0.00
-0.23,0.03,0.74,0.01,-0.10,-0.00
-0.23,0.03,0.81,0.02,-0.13,-0.00
-0.23,0.03,0.87,0.02,-0.16,-0.00
-0.23,0.03,0.94,0.03,-0.20,-0.00
-0.23,0.03,1.00,0.03,-0.24,-0.00
-0.23,0.10,-1.00,-0.10,0.24,-0.00
-0.23,0.10,-0.94,-0.08,0.20,-0.00
-0.23,0.10,-0.87,-0.06,0.16,-0.00
-0.23,0.10,-0.81,-0.05,0.13,-0.00
-0.23,0.10,-0.74,-0.04,0.10,-0.00
-0.23,0.10,-0.68,-0.03,0.08,-0.00
-0.23,0.10,-0.61,-0.02,0.06,-0.00
-0.23,0.10,-0.55,-0.02,0.04,-0.00
-0.23,0.10,-0.48,-0.01,0.03,-0.00
-0.23,0.10,-0.42,-0.01,0.02,-0.00
-0.23,0.10,-0.35,-0.00,0.01,-0.00
-0.23,0.10,-0.29,-0.00,0.01,-0.00
-0.23,0.10,-0.23,-0.00,0.01,-0.00
-0.23,0.10,-0.16,-0.00,0.00,-0.00
-0.23,0.10,-0.10,-0.00,0.00,-0.00
-0.23,0.10,-0.03,-0.00,0.00,-0.00
-0.23,0.10,0.03,0.00,-0.00,-0.00
-0.23,0.10,0.10,0.00,-0.00,-0.00
-0.23,0.10,0.16,0.00,-0.00,-0.00
-0.23,0.10,0.23,0.00,-0.01,-0.00
-0.23,0.10,0.29,0.00,-0.01,-0.00
-0.23,0.10,0.35,0.00,-0.01,-0.00
-0.23,0.10,0.42,0.01,-0.02,-0.00
-0.23,0.10,0.48,0.01,-0.03,-0.00
-0.23,0.10,0.55,0.02,-0.04,-0.00
-0.23,0.10,0.61,0.02,-0.06,-0.00
-0.23,0.10,0.68,0.03,-0.08,-0.00
-0.23,0.10,0.74,0.04,-0.10,-0.00
-0.23,0.10,0.81,0.05,-0.13,-0.00
-0.23,0.10,0.87,0.06,-0.16,-0.00
-0.23,0.10,0.94,0.08,-0.20,-0.00
-0.23,0.10,1.00,0.10,-0.24,-0.00
-0.23,0.16,-1.00,-0.17,0.24,-0.00
-0.23,0.16,-0.94,-0.14,0.20,-0.00
-0.23,0.16,-0.87,-0.11,0.16,-0.00
